claim_id,accident_year,line_of_business,risk_class,exposure,previous_claims,deductible,coverage_limit,development_month,claim_amount,reported_amount,paid_amount,reserve
CLM-00509,2023,general_liability,B,2169000.0,4,50000,5000000.0,26,33069.0,30804.0,16923.0,13881.0
CLM-00510,2020,cyber,A,2620000.0,0,100000,5000000.0,41,115984.0,126431.0,89708.0,36723.0
CLM-00511,2022,general_liability,A,1745000.0,0,25000,1000000.0,60,40152.0,36384.0,37349.0,0.0
CLM-00512,2023,general_liability,C,759000.0,2,50000,1000000.0,38,34334.0,31350.0,23936.0,7414.0
CLM-00513,2021,auto,A,3619000.0,1,25000,2000000.0,4,188231.0,211978.0,14672.0,197306.0
CLM-00514,2021,property,A,2489000.0,0,50000,1000000.0,49,177380.0,190861.0,154353.0,36508.0
CLM-00515,2019,property,A,1294000.0,2,50000,2000000.0,47,60050.0,54108.0,57001.0,0.0
CLM-00516,2021,business_interruption,A,1690000.0,0,100000,1000000.0,40,81652.0,79857.0,63795.0,16062.0
CLM-00517,2023,property,A,813000.0,1,50000,10000000.0,54,77659.0,84713.0,71624.0,13089.0
CLM-00518,2019,general_liability,C,1081000.0,3,50000,5000000.0,47,346902.0,348428.0,291509.0,56919.0
CLM-00519,2019,auto,A,1448000.0,1,25000,5000000.0,14,86590.0,88079.0,23360.0,64719.0
CLM-00520,2022,property,C,4180000.0,3,25000,5000000.0,26,41931.0,42547.0,21226.0,21321.0
CLM-00521,2024,property,C,1363000.0,1,100000,1000000.0,31,544368.0,517440.0,312845.0,204595.0
CLM-00522,2020,property,B,2937000.0,2,25000,1000000.0,30,215253.0,232548.0,128027.0,104521.0
CLM-00523,2023,general_liability,A,1448000.0,1,25000,5000000.0,39,28427.0,26316.0,19898.0,6418.0
CLM-00524,2019,cyber,B,2321000.0,4,250000,5000000.0,43,36133.0,37102.0,28527.0,8575.0
CLM-00525,2021,general_liability,A,1837000.0,1,250000,2000000.0,7,75169.0,70846.0,10531.0,60315.0
CLM-00526,2024,general_liability,B,3377000.0,4,50000,2000000.0,35,78037.0,71141.0,49623.0,21518.0
CLM-00527,2021,general_liability,D,1451000.0,5,50000,2000000.0,3,238277.0,222982.0,13207.0,209775.0
CLM-00528,2021,business_interruption,D,779000.0,2,100000,1000000.0,31,232760.0,260071.0,142451.0,1862080.0
CLM-00529,2019,property,C,873000.0,2,25000,2000000.0,26,51916.0,49011.0,26977.0,22034.0
CLM-00530,2021,cyber,A,1454000.0,1,50000,2000000.0,13,16485.0,15984.0,3829.0,12155.0
CLM-00531,2022,general_liability,B,945000.0,5,50000,5000000.0,60,111773.0,104455.0,97129.0,7326.0
CLM-00532,2024,business_interruption,C,2558000.0,3,250000,10000000.0,16,75803.0,82162.0,23168.0,58994.0
CLM-00533,2019,general_liability,B,1512000.0,1,250000,2000000.0,4,8000000.0,74405.0,5756.0,68649.0
CLM-00534,2020,property,B,8314000.0,2,50000,5000000.0,22,31940.0,36281.0,13440.0,22841.0
CLM-00535,2022,general_liability,A,705000.0,0,25000,5000000.0,46,27633.0,29459.0,25080.0,4379.0
CLM-00536,2024,property,A,2260000.0,1,50000,1000000.0,1,95648.0,98790.0,4607.0,94183.0
CLM-00537,2019,cyber,B,1017000.0,2,25000,5000000.0,30,109173.0,116177.0,67717.0,48460.0
CLM-00538,2022,auto,A,1488000.0,2,100000,2000000.0,26,24124.0,21955.0,11793.0,10162.0
CLM-00539,2024,auto,A,2177000.0,2,25000,2000000.0,52,18848.0,21443.0,16482.0,4961.0
CLM-00540,2022,property,C,496000.0,1,25000,1000000.0,1,70265.0,80039.0,3125.0,76914.0
CLM-00541,2020,auto,D,2305000.0,2,100000,10000000.0,2,259064.0,251042.0,11298.0,239744.0
CLM-00542,2019,general_liability,B,6264000.0,2,50000,10000000.0,34,143558.0,151751.0,92447.0,59304.0
CLM-00543,2020,business_interruption,C,1524000.0,0,100000,1000000.0,11,53398.0,50754.0,12003.0,38751.0
CLM-00544,2018,auto,D,2337000.0,1,25000,1000000.0,43,189357.0,196338.0,153018.0,43320.0
CLM-00545,2019,auto,A,3699000.0,1,100000,1000000.0,17,219755.0,240126.0,67893.0,172233.0
CLM-00546,2021,cyber,B,1813000.0,2,25000,5000000.0,34,87949.0,99818.0,57836.0,41982.0
CLM-00547,2018,auto,B,1411000.0,2,25000,2000000.0,3,15794.0,15554.0,986.0,14568.0
CLM-00548,2018,auto,A,511000.0,3,50000,1000000.0,42,48833.0,52416.0,37526.0,14890.0
CLM-00549,2022,property,C,2938000.0,3,25000,5000000.0,32,798208.0,861352.0,514408.0,346944.0
CLM-00550,2018,auto,B,1869000.0,1,50000,2000000.0,1,21350.0,20395.0,1039.0,19356.0
CLM-00551,2018,general_liability,B,1089000.0,0,25000,2000000.0,16,56342.0,59568.0,17094.0,42474.0
CLM-00552,2022,property,A,2158000.0,1,25000,2000000.0,4,40527.0,43115.0,3185.0,39930.0
CLM-00553,2024,cyber,A,1409000.0,1,100000,2000000.0,3,48686.0,53117.0,2784.0,50333.0
CLM-00554,2023,property,D,1457000.0,2,25000,2000000.0,42,166051.0,190956.0,129218.0,61738.0
CLM-00555,2018,auto,A,2878000.0,0,50000,2000000.0,26,137500.0,125133.0,68068.0,57065.0
CLM-00556,2019,property,A,896000.0,1,100000,2000000.0,49,43044.0,40917.0,37203.0,3714.0
CLM-00557,2023,general_liability,A,3749000.0,1,25000,10000000.0,16,180058.0,168583.0,57381.0,111202.0
CLM-00558,2023,cyber,B,865000.0,0,100000,2000000.0,44,46583.0,43723.0,41607.0,2116.0
CLM-00559,2020,property,B,1344000.0,1,25000,10000000.0,37,45703.0,46323.0,31569.0,14754.0
CLM-00560,2024,auto,B,6340000.0,0,50000,2000000.0,40,46657.0,52239.0,36352.0,15887.0
CLM-00561,2024,auto,A,3934000.0,2,25000,5000000.0,50,12188.0,12336.0,10784.0,1552.0
CLM-00562,2023,cyber,A,2121000.0,1,100000,2000000.0,43,63406.0,67662.0,49367.0,18295.0
CLM-00563,2023,property,C,1137000.0,1,50000,5000000.0,45,541354.0,538173.0,481911.0,56262.0
CLM-00564,2023,cyber,B,1456000.0,0,50000,2000000.0,45,89096.0,87307.0,72679.0,14628.0
CLM-00565,2019,general_liability,B,2090000.0,1,250000,1000000.0,27,129767.0,143854.0,70607.0,73247.0
CLM-00566,2022,general_liability,B,2046000.0,4,50000,1000000.0,44,60984.0,64880.0,49795.0,15085.0
CLM-00567,2024,general_liability,C,1894000.0,1,100000,1000000.0,51,77723.0,76769.0,75607.0,1162.0
CLM-00568,2019,general_liability,A,1963000.0,0,100000,10000000.0,45,108654.0,122620.0,92214.0,30406.0
CLM-00569,2018,general_liability,B,1759000.0,0,250000,10000000.0,37,377053.0,386339.0,263129.0,123210.0
CLM-00570,2020,property,B,842000.0,1,250000,5000000.0,5,212626.0,201371.0,21320.0,180051.0
CLM-00571,2019,general_liability,A,1467000.0,0,250000,1000000.0,27,85962.0,87750.0,44802.0,42948.0
CLM-00572,2024,auto,C,3462000.0,3,25000,5000000.0,4,136384.0,145750.0,10003.0,135747.0
CLM-00573,2021,general_liability,B,880000.0,1,100000,5000000.0,7,68045.0,67486.0,9701.0,57785.0
CLM-00574,2022,property,C,1785000.0,1,100000,2000000.0,22,48428.0,53801.0,19999.0,33802.0
CLM-00575,2024,general_liability,C,1223000.0,2,50000,2000000.0,28,25543.0,26393.0,12895.0,13498.0
CLM-00576,2023,general_liability,B,2138000.0,1,25000,5000000.0,32,25514.0,25946.0,15519.0,10427.0
CLM-00577,2023,auto,D,1584000.0,0,250000,1000000.0,55,126873.0,141423.0,118765.0,22658.0
CLM-00578,2024,business_interruption,B,4853000.0,2,25000,2000000.0,46,71915.0,73046.0,64886.0,8160.0
CLM-00579,2022,auto,C,2710000.0,1,50000,5000000.0,26,28222.0,28324.0,14910.0,13414.0
CLM-00580,2019,auto,A,910000.0,1,50000,1000000.0,21,38714.0,35846.0,15772.0,20074.0
CLM-00581,2023,property,B,2992000.0,1,25000,2000000.0,43,57442.0,56903.0,45466.0,11437.0
CLM-00582,2020,business_interruption,B,1257000.0,5,100000,2000000.0,17,29518.0,29496.0,9296.0,20200.0
CLM-00583,2020,general_liability,A,1415000.0,2,25000,5000000.0,54,34709.0,32805.0,30028.0,2777.0
CLM-00584,2022,general_liability,B,2414000.0,2,50000,10000000.0,47,58841.0,61604.0,55333.0,6271.0
CLM-00585,2020,property,D,1489000.0,3,100000,5000000.0,41,87176.0,81593.0,64477.0,17116.0
CLM-00586,2018,property,B,3417000.0,3,50000,5000000.0,15,213699.0,204280.0,62832.0,141448.0
CLM-00587,2024,cyber,A,1257000.0,2,100000,2000000.0,38,8482.0,8824.0,6309.0,2515.0
CLM-00588,2021,property,A,1380000.0,0,25000,5000000.0,50,6867.0,6642.0,6646.0,0.0
CLM-00589,2022,property,A,1349000.0,0,100000,2000000.0,5,40902.0,43353.0,3669.0,39684.0
CLM-00590,2023,property,A,1424000.0,1,250000,1000000.0,11,48826.0,52372.0,9851.0,42521.0
CLM-00591,2022,business_interruption,D,3868000.0,6,25000,5000000.0,31,352607.0,343906.0,224636.0,119270.0
CLM-00592,2022,cyber,B,2917000.0,5,50000,5000000.0,22,64453.0,59416.0,27645.0,31771.0
CLM-00593,2023,business_interruption,A,5580000.0,1,50000,2000000.0,43,27579.0,28196.0,22696.0,5500.0
CLM-00594,2020,cyber,B,7797000.0,2,50000,5000000.0,25,104609.0,96578.0,52422.0,44156.0
CLM-00595,2023,business_interruption,A,1078000.0,1,100000,5000000.0,60,28071.0,28880.0,27661.0,1219.0
CLM-00596,2023,general_liability,A,2086000.0,1,50000,2000000.0,18,198970.0,215197.0,66365.0,148832.0
CLM-00597,2019,property,C,988000.0,1,50000,1000000.0,22,61470.0,64856.0,27757.0,37099.0
CLM-00598,2019,general_liability,B,1254000.0,0,25000,1000000.0,1,54168.0,54822.0,2346.0,52476.0
CLM-00599,2024,property,D,1370000.0,3,50000,2000000.0,15,1380160.0,1568503.0,429856.0,1138647.0
CLM-00600,2024,auto,B,1061000.0,2,100000,2000000.0,15,53672.0,49670.0,14671.0,34999.0
CLM-00601,2024,property,B,1064000.0,2,25000,1000000.0,46,105575.0,118244.0,90040.0,28204.0
CLM-00602,2018,property,C,1834000.0,3,50000,1000000.0,21,201679.0,221853.0,76278.0,145575.0
CLM-00603,2024,auto,D,964000.0,1,25000,1000000.0,13,224185.0,225291.0,58929.0,166362.0
CLM-00604,2024,property,C,3315000.0,3,100000,5000000.0,19,169615.0,159136.0,66980.0,92156.0
CLM-00605,2023,property,D,1153000.0,5,50000,5000000.0,34,199024.0,186877.0,126109.0,60768.0
CLM-00606,2021,property,C,10793000.0,4,50000,2000000.0,48,208180.0,235337.0,187121.0,48216.0
CLM-00607,2021,auto,C,1525000.0,4,25000,1000000.0,59,69441.0,66554.0,61931.0,4623.0
CLM-00608,2021,property,A,2088000.0,3,50000,1000000.0,3,77509.0,86696.0,4230.0,82466.0
CLM-00609,2018,property,C,919000.0,3,250000,1000000.0,51,588772.0,603976.0,570000.0,33976.0
CLM-00610,2021,property,B,5567000.0,4,50000,2000000.0,24,337715.0,342927.0,145067.0,197860.0
CLM-00611,2019,cyber,B,3915000.0,1,50000,1000000.0,49,107566.0,113469.0,107046.0,6423.0
CLM-00612,2019,property,B,2390000.0,4,100000,2000000.0,3,198630.0,189445.0,12279.0,177166.0
CLM-00613,2018,property,D,891000.0,4,50000,10000000.0,38,66172.0,66641.0,45459.0,21182.0
CLM-00614,2021,business_interruption,D,2269000.0,6,50000,2000000.0,56,169652.0,192491.0,157679.0,34812.0
CLM-00615,2018,cyber,A,1020000.0,1,50000,5000000.0,3,96679.0,92770.0,6036.0,86734.0
CLM-00616,2023,property,C,4809000.0,1,25000,1000000.0,48,466122.0,526902.0,455817.0,71085.0
CLM-00617,2024,property,C,3250000.0,3,100000,2000000.0,7,64992.0,74647.0,9073.0,65574.0
CLM-00618,2023,property,A,2118000.0,1,100000,10000000.0,59,32001.0,29216.0,27309.0,1907.0
CLM-00619,2020,auto,A,464000.0,1,250000,2000000.0,45,240964.0,248878.0,194335.0,54543.0
CLM-00620,2019,property,A,1109000.0,0,100000,5000000.0,55,42346.0,39930.0,41038.0,0.0
CLM-00621,2021,business_interruption,C,3022000.0,1,50000,10000000.0,54,561651.0,592783.0,509118.0,83665.0
CLM-00622,2022,cyber,B,4141000.0,1,25000,2000000.0,19,99961.0,114694.0,37600.0,77094.0
CLM-00623,2018,auto,D,3891000.0,4,50000,2000000.0,25,261022.0,293446.0,130630.0,162816.0
CLM-00624,2023,property,B,769000.0,1,250000,2000000.0,42,41379.0,46808.0,33069.0,13739.0
CLM-00625,2021,cyber,D,2397000.0,6,100000,1000000.0,11,507872.0,484173.0,101432.0,382741.0
CLM-00626,2023,auto,B,3678000.0,5,50000,1000000.0,19,376519.0,389916.0,135328.0,254588.0
CLM-00627,2018,cyber,C,739000.0,2,50000,1000000.0,6,32664.0,31315.0,4004.0,27311.0
CLM-00628,2020,property,A,1991000.0,3,100000,5000000.0,54,41610.0,46805.0,37435.0,9370.0
CLM-00629,2021,auto,B,2357000.0,0,250000,5000000.0,15,151607.0,143691.0,40716.0,102975.0
CLM-00630,2018,cyber,C,1670000.0,0,100000,2000000.0,25,77091.0,72349.0,39905.0,32444.0
CLM-00631,2022,business_interruption,D,658000.0,1,50000,1000000.0,28,67673.0,61111.0,37585.0,23526.0
CLM-00632,2024,auto,C,1645000.0,4,25000,5000000.0,23,294830.0,278758.0,131543.0,147215.0
CLM-00633,2021,general_liability,A,1643000.0,0,50000,10000000.0,47,115655.0,109576.0,110343.0,0.0
CLM-00634,2020,general_liability,B,1830000.0,1,50000,2000000.0,55,45140.0,41500.0,41153.0,347.0
CLM-00635,2022,auto,A,1426000.0,0,250000,2000000.0,35,50060.0,55914.0,36421.0,19493.0
CLM-00636,2020,business_interruption,A,1533000.0,0,50000,5000000.0,51,14190.0,15538.0,13887.0,1651.0
CLM-00637,2020,auto,B,1953000.0,1,50000,5000000.0,7,30716.0,29599.0,3996.0,25603.0
CLM-00638,2023,property,C,2608000.0,3,50000,10000000.0,58,137658.0,150848.0,124671.0,26177.0
CLM-00639,2022,property,C,1666000.0,0,50000,2000000.0,7,89054.0,89547.0,11576.0,77971.0
CLM-00640,2019,auto,C,1564000.0,2,50000,1000000.0,4,41888.0,45820.0,3312.0,42508.0
CLM-00641,2020,cyber,C,2114000.0,2,25000,2000000.0,2,56608.0,55518.0,2677.0,52841.0
CLM-00642,2023,property,C,632000.0,2,100000,2000000.0,15,30573.0,31831.0,8870.0,22961.0
CLM-00643,2021,general_liability,A,2663000.0,0,50000,5000000.0,51,72806.0,72471.0,72433.0,38.0
CLM-00644,2018,business_interruption,A,1999000.0,2,50000,1000000.0,19,8986.0,8509.0,3275.0,5234.0
CLM-00645,2023,general_liability,B,2048000.0,0,25000,5000000.0,48,25846.0,27045.0,25008.0,2037.0
CLM-00646,2023,property,C,3559000.0,1,50000,10000000.0,26,21202.0,23062.0,10895.0,12167.0
CLM-00647,2019,general_liability,A,620000.0,0,100000,10000000.0,7,48959.0,53281.0,6624.0,46657.0
CLM-00648,2024,general_liability,B,612000.0,2,100000,5000000.0,29,11003.0,10883.0,5692.0,5191.0
CLM-00649,2024,property,B,2357000.0,1,25000,10000000.0,14,74164.0,76365.0,20520.0,55845.0
CLM-00650,2024,auto,A,1991000.0,1,250000,1000000.0,18,212960.0,232328.0,75579.0,156749.0
CLM-00651,2020,auto,B,2215000.0,2,100000,2000000.0,32,346637.0,316696.0,200756.0,115940.0
CLM-00652,2024,auto,C,1516000.0,1,25000,1000000.0,48,18031.0,16552.0,17479.0,0.0
CLM-00653,2023,auto,B,2980000.0,5,25000,10000000.0,36,137679.0,136861.0,95004.0,41857.0
CLM-00654,2024,property,A,3500000.0,2,25000,10000000.0,14,24940.0,23839.0,6537.0,17302.0
CLM-00655,2021,property,C,2674000.0,1,100000,1000000.0,44,36069.0,35840.0,32190.0,3650.0
CLM-00656,2019,property,A,1710000.0,0,25000,1000000.0,42,39071.0,36080.0,30820.0,5260.0
CLM-00657,2019,property,C,565000.0,2,50000,2000000.0,15,234184.0,245425.0,69031.0,176394.0
CLM-00658,2024,auto,A,3173000.0,0,100000,2000000.0,52,86638.0,92524.0,81673.0,10851.0
CLM-00659,2021,property,B,4163000.0,2,100000,5000000.0,51,47290.0,51923.0,40571.0,11352.0
CLM-00660,2024,auto,B,2944000.0,0,50000,1000000.0,37,132668.0,140977.0,93411.0,47566.0
CLM-00661,2021,property,A,1180000.0,2,100000,5000000.0,18,6144.0,6138.0,2035.0,4103.0
CLM-00662,2021,property,C,2996000.0,5,25000,2000000.0,22,75948.0,86105.0,30630.0,55475.0
CLM-00663,2018,property,A,3352000.0,2,100000,2000000.0,27,28624.0,30959.0,15268.0,15691.0
CLM-00664,2020,general_liability,A,5096000.0,3,25000,1000000.0,12,77554.0,80030.0,16513.0,63517.0
CLM-00665,2021,auto,A,1182000.0,1,25000,10000000.0,19,35610.0,33890.0,14030.0,19860.0
CLM-00666,2018,cyber,C,1746000.0,0,250000,5000000.0,9,77122.0,81922.0,13149.0,68773.0
CLM-00667,2019,property,C,3131000.0,3,25000,2000000.0,10,110108.0,115385.0,20526.0,94859.0
CLM-00668,2022,auto,D,2070000.0,0,25000,2000000.0,45,8000000.0,141721.0,122586.0,19135.0
CLM-00669,2019,cyber,A,1023000.0,1,50000,10000000.0,8,67033.0,73420.0,10312.0,63108.0
CLM-00670,2022,general_liability,B,2565000.0,0,50000,5000000.0,29,77732.0,87741.0,44246.0,43495.0
CLM-00671,2021,property,A,2830000.0,1,25000,5000000.0,26,41163.0,46813.0,140439.0,25534.0
CLM-00672,2020,property,B,2108000.0,3,50000,5000000.0,3,118083.0,124878.0,7238.0,117640.0
CLM-00673,2018,property,D,2282000.0,1,100000,5000000.0,50,302823.0,345669.0,263293.0,82376.0
CLM-00674,2020,cyber,C,1712000.0,0,100000,2000000.0,60,52845.0,59602.0,45565.0,14037.0
CLM-00675,2021,general_liability,B,4856000.0,3,25000,5000000.0,39,96059.0,86516.0,77974.0,8542.0
CLM-00676,2022,general_liability,B,1165000.0,3,50000,2000000.0,41,201799.0,213787.0,146744.0,67043.0
CLM-00677,2019,cyber,D,1406000.0,3,100000,2000000.0,14,55483.0,52410.0,15474.0,36936.0
CLM-00678,2018,general_liability,B,2013000.0,0,25000,10000000.0,51,324574.0,316070.0,305638.0,10432.0
CLM-00679,2024,auto,A,3389000.0,1,25000,10000000.0,48,16664.0,16237.0,15546.0,691.0
CLM-00680,2024,property,B,814000.0,4,25000,2000000.0,27,51475.0,52545.0,28024.0,24521.0
CLM-00681,2024,general_liability,A,911000.0,1,50000,2000000.0,43,17029.0,15372.0,15238.0,134.0
CLM-00682,2020,property,A,589000.0,4,25000,5000000.0,58,327071.0,313644.0,280311.0,33333.0
CLM-00683,2022,property,A,2040000.0,2,100000,10000000.0,37,33737.0,30609.0,24502.0,6107.0
CLM-00684,2018,property,B,1022000.0,0,250000,5000000.0,12,34400.0,36555.0,8235.0,28320.0
CLM-00685,2024,auto,B,1588000.0,1,25000,1000000.0,20,46774.0,52495.0,17460.0,35035.0
CLM-00686,2018,auto,A,2974000.0,0,50000,2000000.0,12,54157.0,62251.0,13322.0,48929.0
CLM-00687,2021,auto,B,1361000.0,3,25000,5000000.0,20,54863.0,55529.0,20998.0,34531.0
CLM-00688,2023,property,D,2298000.0,2,25000,5000000.0,54,138627.0,133780.0,121253.0,12527.0
CLM-00689,2023,business_interruption,C,1671000.0,1,100000,5000000.0,12,3917.0,4361.0,958.0,3403.0
CLM-00690,2024,property,B,2993000.0,0,50000,5000000.0,54,74358.0,69026.0,73721.0,0.0
CLM-00691,2021,cyber,A,2660000.0,0,250000,2000000.0,18,49106.0,56156.0,15927.0,40229.0
CLM-00692,2018,auto,C,1320000.0,2,50000,2000000.0,30,244080.0,263291.0,146868.0,116423.0
CLM-00693,2018,auto,A,1808000.0,0,25000,5000000.0,32,142535.0,146239.0,83835.0,62404.0
CLM-00694,2019,general_liability,A,3741000.0,1,50000,2000000.0,8,48148.0,44497.0,6829.0,37668.0
CLM-00695,2018,cyber,D,2532000.0,6,25000,5000000.0,12,459544.0,415680.0,102144.0,313536.0
CLM-00696,2021,auto,B,865000.0,0,100000,5000000.0,19,19215.0,19909.0,7440.0,12469.0
CLM-00697,2018,property,C,2964000.0,1,50000,5000000.0,4,216074.0,216822.0,15687.0,201135.0
CLM-00698,2019,cyber,B,1043000.0,4,50000,2000000.0,46,44642.0,49582.0,37203.0,12379.0
CLM-00699,2020,property,B,4668000.0,2,50000,5000000.0,33,31891.0,33823.0,21067.0,12756.0
CLM-00700,2023,general_liability,A,3697000.0,3,50000,1000000.0,51,56443.0,56893.0,51417.0,5476.0
CLM-00701,2022,auto,A,2380000.0,1,100000,1000000.0,52,179572.0,171761.0,156636.0,15125.0
CLM-00702,2018,cyber,A,2198000.0,0,25000,2000000.0,21,54226.0,55316.0,20984.0,34332.0
CLM-00703,2024,general_liability,A,1764000.0,1,25000,1000000.0,50,181655.0,170892.0,176058.0,0.0
CLM-00704,2021,property,C,3005000.0,1,25000,10000000.0,4,55400.0,59098.0,4356.0,54742.0
CLM-00705,2020,general_liability,A,1601000.0,0,50000,10000000.0,26,109300.0,114922.0,57081.0,57841.0
CLM-00706,2020,property,B,2304000.0,1,50000,1000000.0,40,39849.0,43934.0,28713.0,15221.0
CLM-00707,2023,general_liability,C,3375000.0,3,25000,5000000.0,28,160818.0,162809.0,86185.0,76624.0
CLM-00708,2021,general_liability,C,1428000.0,2,50000,2000000.0,45,118802.0,115198.0,107987.0,7211.0
CLM-00709,2019,cyber,B,1382000.0,3,50000,5000000.0,52,134236.0,148881.0,119452.0,29429.0
CLM-00710,2020,property,B,977000.0,0,25000,5000000.0,26,66902.0,71769.0,31722.0,40047.0
CLM-00711,2018,property,D,1056000.0,4,250000,2000000.0,17,77613.0,83564.0,24939.0,58625.0
CLM-00712,2019,general_liability,B,668000.0,2,50000,1000000.0,35,125812.0,129841.0,82565.0,47276.0
CLM-00713,2020,property,C,3099000.0,2,50000,1000000.0,53,563764.0,630849.0,494884.0,135965.0
CLM-00714,2019,property,D,5921000.0,3,50000,2000000.0,60,126796.0,121337.0,125920.0,0.0
CLM-00715,2020,general_liability,C,4704000.0,2,50000,10000000.0,49,25249.0,25260.0,23291.0,1969.0
CLM-00716,2018,general_liability,A,754000.0,3,100000,2000000.0,15,70258.0,77218.0,20665.0,56553.0
CLM-00717,2022,property,B,3090000.0,1,50000,2000000.0,13,57246.0,53424.0,13460.0,39964.0
CLM-00718,2018,auto,A,4695000.0,1,50000,1000000.0,35,53625.0,59096.0,36814.0,22282.0
CLM-00719,2019,cyber,B,1521000.0,2,250000,10000000.0,25,115443.0,114075.0,56116.0,57959.0
CLM-00720,2024,general_liability,D,2126000.0,0,100000,2000000.0,37,86590.0,80648.0,66065.0,14583.0
CLM-00721,2018,property,B,600000.0,0,100000,5000000.0,56,37103.0,34127.0,33832.0,295.0
CLM-00722,2019,property,B,2347000.0,1,25000,5000000.0,33,65796.0,73083.0,43756.0,29327.0
CLM-00723,2021,property,A,1057000.0,0,25000,2000000.0,22,144029.0,157662.0,59123.0,98539.0
CLM-00724,2020,auto,D,2254000.0,3,50000,1000000.0,53,173056.0,168212.0,162126.0,6086.0
CLM-00725,2020,auto,A,784000.0,0,50000,2000000.0,27,11710.0,10880.0,6515.0,4365.0
CLM-00726,2018,property,A,2770000.0,0,50000,2000000.0,37,16640.0,16004.0,12105.0,3899.0
CLM-00727,2020,property,A,3698000.0,0,100000,5000000.0,9,59479.0,56698.0,10669.0,46029.0
CLM-00728,2023,general_liability,A,1250000.0,0,25000,5000000.0,31,14479.0,15685.0,9177.0,6508.0
CLM-00729,2022,general_liability,B,1011000.0,3,25000,1000000.0,26,16777.0,16003.0,8986.0,7017.0
CLM-00730,2024,business_interruption,B,549000.0,3,50000,2000000.0,8,104110.0,99324.0,15291.0,84033.0
CLM-00731,2022,property,A,1705000.0,0,25000,1000000.0,13,80063.0,72703.0,19068.0,53635.0
CLM-00732,2023,property,A,1411000.0,1,50000,1000000.0,43,32077.0,33656.0,26798.0,6858.0
CLM-00733,2021,general_liability,A,789000.0,1,100000,5000000.0,11,50321.0,53956.0,11524.0,42432.0
CLM-00734,2022,property,B,2625000.0,1,50000,5000000.0,8,87703.0,93261.0,13499.0,79762.0
CLM-00735,2022,property,A,1527000.0,1,100000,5000000.0,4,78365.0,81668.0,5875.0,75793.0
CLM-00736,2023,general_liability,B,1049000.0,2,50000,1000000.0,2,109904.0,125457.0,5114.0,120343.0
CLM-00737,2021,general_liability,A,1434000.0,4,100000,2000000.0,27,5465.0,5564.0,2643.0,2921.0
CLM-00738,2020,property,A,3804000.0,1,25000,2000000.0,30,46106.0,51410.0,25260.0,26150.0
CLM-00739,2018,auto,B,2872000.0,1,100000,10000000.0,38,120692.0,128115.0,83350.0,44765.0
CLM-00740,2024,general_liability,B,1850000.0,2,100000,5000000.0,35,50793.0,46782.0,31636.0,15146.0
CLM-00741,2021,property,A,2900000.0,2,25000,10000000.0,33,59868.0,66006.0,39444.0,26562.0
CLM-00742,2023,cyber,A,997000.0,0,50000,1000000.0,60,74311.0,77737.0,66792.0,10945.0
CLM-00743,2022,property,C,2039000.0,3,100000,2000000.0,15,124502.0,132393.0,34054.0,98339.0
CLM-00744,2018,business_interruption,A,2185000.0,1,25000,5000000.0,43,193622.0,182984.0,160763.0,22221.0
CLM-00745,2022,business_interruption,B,1509000.0,1,100000,2000000.0,5,177776.0,179442.0,16639.0,162803.0
CLM-00746,2021,general_liability,B,2597000.0,3,250000,5000000.0,51,77887.0,87245.0,70796.0,16449.0
CLM-00747,2019,property,A,1252000.0,3,100000,2000000.0,22,42577.0,40612.0,17511.0,23101.0
CLM-00748,2019,cyber,B,2716000.0,2,50000,10000000.0,21,6221.0,5599.0,2315.0,3284.0
CLM-00749,2022,general_liability,C,2785000.0,2,50000,1000000.0,9,86107.0,83040.0,15390.0,67650.0
CLM-00750,2018,property,C,347000.0,2,250000,10000000.0,31,20304.0,20748.0,11364.0,9384.0
CLM-00751,2022,auto,A,4085000.0,2,50000,2000000.0,24,77039.0,85153.0,34008.0,51145.0
CLM-00752,2023,general_liability,A,321000.0,0,25000,2000000.0,59,32684.0,34672.0,28714.0,5958.0
CLM-00753,2018,cyber,A,1382000.0,1,25000,2000000.0,11,83140.0,93929.0,17142.0,76787.0
CLM-00754,2018,auto,B,3700000.0,3,100000,2000000.0,26,332774.0,337397.0,157546.0,179851.0
CLM-00755,2018,cyber,B,1653000.0,2,50000,10000000.0,55,69782.0,69622.0,62946.0,6676.0
CLM-00756,2023,auto,A,830000.0,0,25000,10000000.0,49,281229.0,269376.0,249307.0,20069.0
CLM-00757,2023,auto,A,1038000.0,1,50000,10000000.0,46,51004.0,48684.0,41996.0,6688.0
CLM-00758,2024,general_liability,D,3704000.0,2,100000,10000000.0,32,54138.0,58687.0,35391.0,23296.0
CLM-00759,2018,business_interruption,A,631000.0,2,50000,5000000.0,53,23865.0,21958.0,21379.0,579.0
CLM-00760,2021,business_interruption,B,3937000.0,0,100000,2000000.0,14,54082.0,51955.0,13633.0,38322.0
CLM-00761,2018,cyber,C,1935000.0,1,100000,5000000.0,49,165889.0,186040.0,153983.0,32057.0
CLM-00762,2020,cyber,A,978000.0,1,250000,1000000.0,35,17379.0,18148.0,11006.0,7142.0
CLM-00763,2020,auto,A,1410000.0,1,100000,5000000.0,21,34161.0,31143.0,14437.0,16706.0
CLM-00764,2022,property,A,1086000.0,0,25000,2000000.0,14,33417.0,35959.0,8375.0,27584.0
